sampleid	Phylum	Class	Order	Family	Genus	Species	DietSimp	DietSpec	Diet_2	Notes	Study	16S515F-806R	FASTQ.gzfiles	Metadata(custom)	pairedORsingle	initials	duplicate
Wang-Haliotis-discus10	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus11	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus12	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus13	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus14	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus15	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus16	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus17	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus18	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus19	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus20	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus21	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus22	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus23	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus24	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus25	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus26	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus27	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus28	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus29	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
Wang-Haliotis-discus30	Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis_Discus	Herbivore	Herbivore	algae	NA	Wang_et_al_2020	V3-V4	yes	NA	paired	EK	NA
campos1	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	dietchangesdependingonstageoflife	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos2	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos3	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos4	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos5	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos6	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos7	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos8	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos9	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos10	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos11	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos12	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos13	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos14	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos15	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos16	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos17	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos18	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos19	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos20	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
campos21	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	Chelonia_mydas	Omnivore	Omnivore	NA	NA	Campos_et_al_2018	V1-V3	yes	NA	single	SB	NA
kang-1	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-2	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-3	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-4	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-5	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-6	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-7	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-8	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-9	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-10	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-11	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-12	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-13	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-14	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-15	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-16	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-17	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-18	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-19	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-20	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-21	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-22	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
kang-23	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus_variabilis	Carnivore	Carnivore	NA	studyalsofeaturesafewothercephalopods	Kang_et_al_2022	V3-V4	yes	NA	paired	SB	NA
McClure1	Annelida	Clitellata	Arhynchobdellida	Macrobdellidae	Macrobdella	Macrobdella_decora	Carnivore	Carnivore	NA	NA	McClure_et_al_2021	V4	yes	NA	paired	SB	NA
McClure2	Annelida	Clitellata	Arhynchobdellida	Macrobdellidae	Macrobdella	Macrobdella_decora	Carnivore	Carnivore	NA	NA	McClure_et_al_2022	V5	yes	NA	paired	SB	NA
McClure3	Annelida	Clitellata	Arhynchobdellida	Macrobdellidae	Macrobdella	Macrobdella_decora	Carnivore	Carnivore	NA	NA	McClure_et_al_2023	V6	yes	NA	paired	SB	NA
McClure4	Annelida	Clitellata	Arhynchobdellida	Macrobdellidae	Macrobdella	Macrobdella_decora	Carnivore	Carnivore	NA	NA	McClure_et_al_2024	V7	yes	NA	paired	SB	NA
McClure5	Annelida	Clitellata	Arhynchobdellida	Macrobdellidae	Macrobdella	Macrobdella_decora	Carnivore	Carnivore	NA	NA	McClure_et_al_2025	V8	yes	NA	paired	SB	NA
McClure6	Annelida	Clitellata	Arhynchobdellida	Macrobdellidae	Macrobdella	Macrobdella_decora	Carnivore	Carnivore	NA	NA	McClure_et_al_2026	V9	yes	NA	paired	SB	NA
McClure7	Annelida	Clitellata	Arhynchobdellida	Macrobdellidae	Macrobdella	Macrobdella_decora	Carnivore	Carnivore	NA	NA	McClure_et_al_2027	V10	yes	NA	paired	SB	NA
Zhirongzhang1	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang2	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang3	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang4	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang5	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang6	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang7	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang8	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang9	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang10	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang11	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang12	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang13	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang14	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang15	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang16	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang17	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang18	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang19	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang20	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang21	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang22	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang23	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang24	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang25	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang26	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang27	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang28	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang29	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
Zhirongzhang30	Chordata	Reptilia	Squamata	Lacertidae	Eremias	Eremias_argus	Carnivore	Carnivore	NA	NA	Zhirongzhang-et-al-2022	V3-V4	yes	no	paired	DW	NA
sapkota1	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota2	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota3	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota4	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota5	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota6	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota7	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota8	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota9	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota10	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota11	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota12	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota13	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota14	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota15	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota16	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota17	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota18	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota19	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota20	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota21	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota22	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
sapkota23	Annelida	Clitellata	Haplotaxida	Lumbricidae	Aporrectodea	Apporectodea_caliginosa	Omnivore	Omnivore	NA	NA	Sapkota_et_al_2020	V3-V4	yes	NA	paired	AS	NA
Chen-1	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	Carnivore	NA	NA	Chen_et_al_2019	V3-V4	yes	NA	paired	ES	NA
Chen-2	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	Carnivore	NA	NA	Chen_et_al_2019	V3-V4	yes	NA	paired	ES	NA
Chen-3	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	Carnivore	NA	NA	Chen_et_al_2019	V3-V4	yes	NA	paired	ES	NA
Chen-4	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	Carnivore	NA	NA	Chen_et_al_2019	V3-V4	yes	NA	paired	ES	NA
Chen-5	Chordata	Actinopterygii	Synbranchiformes	Synbranchidae	Monopterus	Monopterus_Albus	Carnivore	Carnivore	NA	NA	Chen_et_al_2019	V3-V4	yes	NA	paired	ES	NA
smith1	Chordata	Reptilia	Squamata	Elapidae_Viperidae_Colubridae	Laticauda_Trimeresurus_Boiga	Laticauda_Laticaudata__Trimeresurus_Flavomaculatus__Boiga_Dendrophila	Carnivore	Carnivore	NA	1.blue-lippedseakrait_2.Philippinepitviper_3.mangrovesnake	Smith_et_al_2021	V4	yes	no	single	SJ	NA
smith2	Chordata	Reptilia	Squamata	Elapidae_Viperidae_Colubridae	Laticauda_Trimeresurus_Boiga	Laticauda_Laticaudata__Trimeresurus_Flavomaculatus__Boiga_Dendrophila	Carnivore	Carnivore	NA	1.blue-lippedseakrait_2.Philippinepitviper_3.mangrovesnake	Smith_et_al_2021	V4	yes	no	single	SJ	NA
